System_ID,Name,Website_Breadcrumb,Inode_Breadcrumb,Image,Website_name,Brand,Color
5a6a7e94e077d8d3ad496a81,"""Roadster Men Maroon Solid Round Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/roadster/roadster-men-maroon-solid-round-neck-t-shirt/2169177/buy"", ""http://developer.myntra.com/style/2169177""]",www.myntra.com,roadster,maroon
5ae9f663c097afcf35ad473f,"""Peter England Men Brown Super Slim Fit Solid Chinos""",Apparel > Bottomwear > Trousers,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"[""http://www.myntra.com/trousers/peter-england/peter-england-men-brown-super-slim-fit-solid-chinos/4656369/buy"", ""http://developer.myntra.com/style/4656369""]",www.myntra.com,peter england,brown
596b7ec5850f697472661227,"""Black coffee Men Navy Comfort Slim Fit Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/black-coffee/black-coffee-men-navy-comfort-slim-fit-casual-shirt/1982829/buy"", ""http://developer.myntra.com/style/1982829""]",www.myntra.com,black coffee,blue
5af4535cbb9fb52c4267a21e,"""ESPRIT Men Navy Blue Relaxed Fit Self Design Regular Trousers""",Apparel > Bottomwear > Trousers,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"[""http://www.myntra.com/trousers/esprit/esprit-men-navy-blue-relaxed-fit-self-design-regular-trousers/5454493/buy"", ""http://developer.myntra.com/style/5454493""]",www.myntra.com,esprit,blue
582064e1b0701ebbcf67b44e,"""Harvard Men Black Self-Design Cardigan""",Apparel > Topwear > Sweaters,Home > Fashion > Apparel > Topwear > Cardigans,"[""http://www.myntra.com/sweaters/harvard/harvard-men-black-self-design-cardigan/1318828/buy"", ""http://developer.myntra.com/style/1318828""]",www.myntra.com,harvard,black
5887952b94e00bec8b858ce4,"""Toscee Women Navy Printed Straight Kurta""",Apparel > Topwear > Kurtas,Home > Fashion > Apparel > Ethnic Wear > Kurtas and Kurtis,"[""http://www.myntra.com/kurtas/toscee/toscee-women-navy-printed-straight-kurta/1724945/buy"", ""http://developer.myntra.com/style/1724945""]",www.myntra.com,toscee,blue
575a788f3acf81c06a1e4d7c,"""Pavechas Black Banarasi Traditional Saree""",Apparel > Saree > Sarees,Home > Fashion > Apparel > Ethnic Wear > Sari,"[""http://www.myntra.com/traditional-sari/pavechas/pavechas-black-banarasi-traditional-saree/1382128/buy"", ""http://developer.myntra.com/style/1382128"", ""http://www.myntra.com/sarees/pavechas/pavechas-black-banarasi-traditional-saree/1382128/buy""]",www.myntra.com,pavechas,black
5aef1903942a01ad619c6614,"""9rasa Women Red & White Solid Tunic with Dhoti Pants""",Apparel > Apparel Set > Clothing Set,Home > Fashion > Apparel > Topwear > Tunics,"[""http://www.myntra.com/clothing-set/9rasa/9rasa-women-red--white-solid-tunic-with-dhoti-pants/5363446/buy"", ""http://developer.myntra.com/style/5363446""]",www.myntra.com,9rasa,red
5a4a25a83605761b2ed15501,"""Maybelline New York Color Show Flaming Orange Intense Matte Nail Paint M307""",Personal Care > Nails > Nail Polish,Home > Beauty & Care > Beauty > Make Up > Nails > Nail Polish,"[""http://www.myntra.com/nail-polish/maybelline/maybelline-new-york-color-show-flaming-orange-intense-matte-nail-paint-m307/2185714/buy"", ""http://developer.myntra.com/style/2185714""]",www.myntra.com,maybelline,orange
5a6acadde077d8d3ad496d45,"""Titan Women Black Dial Watch 95036WM01J""",Accessories > Watches > Watches,Home > Fashion > Fashion Accessories > Watches,"[""http://www.myntra.com/watches/titan/titan-women-black-dial-watch-95036wm01j/1363837/buy"", ""http://developer.myntra.com/style/1363837""]",www.myntra.com,titan,black
5a3cece6d9877c30c8c94a3d,"""Get Glamr Women Tan Loafers""",Footwear > Shoes > Casual Shoes,Home > Fashion > Footwear > Slip-ons,"[""http://www.myntra.com/casual-shoes/get-glamr/get-glamr-women-tan-loafers/2348383/buy"", ""http://developer.myntra.com/style/2348383""]",www.myntra.com,get glamr,beige/sand/tan
5a89f42d452afd099f0ab86d,"""Blackberrys Men Black & Off-White Slim Fit Checked Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/blackberrys/blackberrys-men-black--off-white-slim-fit-checked-casual-shirt/2448694/buy"", ""http://developer.myntra.com/style/2448694""]",www.myntra.com,blackberrys,black
5b22d06907f090e515b838df,"""Solly Jeans Co. by Allen Solly Men Blue Slim Fit Low-Rise Clean Look Jeans""",Apparel > Bottomwear > Jeans,Home > Fashion > Apparel > Bottomwear > Jeans,"[""http://www.myntra.com/jeans/solly-jeans-co/solly-jeans-co-by-allen-solly-men-blue-slim-fit-low-rise-clean-look-jeans/1481728/buy"", ""http://developer.myntra.com/style/1481728""]",www.myntra.com,solly jeans co.,blue
5a2c3917363e4272313f961f,"""SHUZ TOUCH Women Beige Solid Pumps""",Footwear > Shoes > Heels,Home > Fashion > Footwear > Pump & Heels,"[""http://www.myntra.com/heels/shuz-touch/shuz-touch-women-beige-solid-pumps/2273517/buy"", ""http://developer.myntra.com/style/2273517""]",www.myntra.com,shuz touch,beige/sand/tan
5abf3b5ebb71702347fd89bb,"""Priyaasi Gold-Plated Kundan Stone-Studded Maang Tikka""",Accessories > Jewellery > Head Jewellery,Home > Fashion > Fashion Accessories > Jewellery > Mang Tikka,"[""http://www.myntra.com/head-jewellery/priyaasi/priyaasi-gold-plated-kundan-stone-studded-maang-tikka/3451867/buy"", ""http://developer.myntra.com/style/3451867""]",www.myntra.com,priyaasi,yellow
5af1c7becbb28f3e7ff496a8,"""Palladio Rice Paper Warm Beige Oil Absorbing Blotting Tissues""",Personal Care > Makeup > Compact,Home > Beauty & Care > Beauty > Make Up > Face > Compacts,"[""http://www.myntra.com/compact/palladio/palladio-rice-paper-warm-beige-oil-absorbing-blotting-tissues/3006706/buy"", ""http://developer.myntra.com/style/3006706""]",www.myntra.com,palladio,
5ac77de3abc3bdc3409d9b76,"""eCraftIndia Beige Dial Round 38.1 cm Analogue Wall Clock""",Home > Home Decor > Clocks,Home > Home & Decor > Decor > Clocks > Wall Clocks,"[""http://www.myntra.com/clocks/ecraftindia/ecraftindia-beige-dial-round-381-cm-analogue-wall-clock/1679843/buy"", ""http://developer.myntra.com/style/1679843""]",www.myntra.com,ecraftindia,beige/sand/tan
5a04df56731d7427ffcb0d25,"""DOROTHY PERKINS Women Silver-Toned Solid Slim Heels""",Footwear > Shoes > Heels,Home > Fashion > Footwear > Pump & Heels,"[""http://www.myntra.com/heels/dorothy-perkins/dorothy-perkins-women-silver-toned-solid-slim-heels/2210924/buy"", ""http://developer.myntra.com/style/2210924""]",www.myntra.com,dorothy perkins,silver
5ab57614c407756c0102c7b4,"""Sweet Dreams Peach-Coloured Solid Nightdress with Printed Robe 2713A7CC""",Apparel > Loungewear and Nightwear > Nightdress,Home > Fashion > Lingerie > Loungewear and Nightwear,"[""http://www.myntra.com/nightdress/sweet-dreams/sweet-dreams-peach-coloured-solid-nightdress-with-printed-robe-2713a7cc/2509439/buy"", ""http://developer.myntra.com/style/2509439""]",www.myntra.com,sweet dreams,pink
590c9bc17c496832e0197a18,"""Harvard Men Navy & Yellow Checked Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/harvard/harvard-men-navy--yellow-checked-casual-shirt/1847238/buy"", ""http://developer.myntra.com/style/1847238""]",www.myntra.com,harvard,blue
5a79802e817fc0a673744e76,"""Louis Philippe Men Brown Textured Leather Belt""",Accessories > Belts > Belts,Home > Fashion > Fashion Accessories > Belts,"[""http://www.myntra.com/belts/louis-philippe/louis-philippe-men-brown-textured-leather-belt/2388473/buy"", ""http://developer.myntra.com/style/2388473""]",www.myntra.com,louis philippe,brown
59e4d1c82564fff537af8dc5,"""Ray-Ban Men Mirrored Aviator Sunglasses 0RB8317CH001""",Accessories > Eyewear > Sunglasses,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"[""http://www.myntra.com/sunglasses/ray-ban/ray-ban-men-mirrored-aviator-sunglasses-0rb8317ch001/2009867/buy"", ""http://developer.myntra.com/style/2009867""]",www.myntra.com,ray-ban,brown
5a5328903d72343205253c90,"""Beardhood Pack of 2 Beard Growth Wash & Spa Oil 100 ml""",Personal Care > Mens Grooming > Beard & Moustache Care,Home > Beauty & Care,"[""http://www.myntra.com/beard--moustache-care/beardhood/beardhood-beard-growth-wash--beard-spa-oil/2351642/buy"", ""http://developer.myntra.com/style/2351642"", ""http://www.myntra.com/beard--moustache-care/beardhood/beardhood-pack-of-2-beard-growth-wash--spa-oil-100-ml/2351642/buy""]",www.myntra.com,beardhood,
5a0ee4101f5a1b484ce0d0a6,"""Biba Women Red Woven Design Straight Kurta""",Apparel > Topwear > Kurtas,Home > Fashion > Apparel > Ethnic Wear > Kurtas and Kurtis,"[""http://www.myntra.com/kurtas/biba/biba-women-red-woven-design-straight-kurta/2211108/buy"", ""http://developer.myntra.com/style/2211108""]",www.myntra.com,biba,red
58e5078433281d0aa5ecd590,"""AVOQ Black & Grey Patterned Smart Fit Lounge Pants OP25""",Apparel > Loungewear and Nightwear > Lounge Pants,Home > Fashion > Lingerie > Loungewear and Nightwear,"[""http://www.myntra.com/lounge-pants/avoq/avoq-black--grey-patterned-smart-fit-lounge-pants-op25/1762099/buy"", ""http://developer.myntra.com/style/1762099""]",www.myntra.com,avoq,black
5afe8ae3e8e665785f4306d9,"""Wildcraft Unisex Black and Grey Rock & Ice 40 Rucksack""",Accessories > Bags > Rucksacks,Home > Fashion > Fashion Accessories > Bags > Backpacks,"[""http://www.myntra.com/rucksacks/wildcraft/wildcraft-unisex-black-and-grey-rock--ice-40-rucksack/5562602/buy"", ""http://developer.myntra.com/style/5562602""]",www.myntra.com,wildcraft,black
57ca36c9583df92dd58953e2,"""United Colors of Benetton Black Colourblocked Sweater""",Apparel > Topwear > Sweaters,Home > Fashion > Apparel > Topwear > Sweaters,"[""http://www.myntra.com/sweaters/united-colors-of-benetton/united-colors-of-benetton-black-colourblocked-sweater/1485979/buy"", ""http://developer.myntra.com/style/1485979""]",www.myntra.com,united colors of benetton,black
5b1fee6b07f090e515b80f56,"""Clarks Women Pink & Silver-Toned Leather Comfort Sandals""",Footwear > Sandal > Sandals,Home > Fashion > Footwear > Sandals,"[""http://www.myntra.com/sandals/clarks/clarks-women-pink--silver-toned-leather-comfort-sandals/6686437/buy"", ""http://developer.myntra.com/style/6686437""]",www.myntra.com,clarks,pink
57225369da9068aabe3087b7,"""Clark N Palmer Unisex Gradient Sunglasses CNP-TB123-B2""",Accessories > Eyewear > Sunglasses,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"[""http://www.myntra.com/sunglasses/clark-n-palmer/clark-n-palmer-unisex-gradient-sunglasses-cnp-tb123-b2/1324923/buy"", ""http://developer.myntra.com/style/1324923""]",www.myntra.com,clark n palmer,violet
59bf2ba0488824380fa68b60,"""Baggit Navy Solid Handheld Bag""",Accessories > Accessories > Handbags,Home > Fashion > Fashion Accessories > Bags > Handbags,"[""http://www.myntra.com/handbags/baggit/baggit-navy-solid-handheld-bag/2088191/buy"", ""http://developer.myntra.com/style/2088191""]",www.myntra.com,baggit,blue
594dcbf270091197454d394f,"""sassystripes Women Blue Solid Shirt-Style Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/sassystripes/sassystripes-women-blue-solid-shirt-style-top/1889692/buy"", ""http://developer.myntra.com/style/1889692""]",www.myntra.com,sassystripes,blue
5a3e1633d9877c30c8c9ae02,"""Tweens Pack of 3 Full-Coverage T-shirt Bras TW9265""",Apparel > Innerwear > Bra,Home > Fashion > Lingerie > Bra,"[""http://www.myntra.com/bra/tweens/tweens-pack-of-3-full-coverage-t-shirt-bras-tw9265/2273800/buy"", ""http://developer.myntra.com/style/2273800""]",www.myntra.com,tweens,red
5a3d9f9fd9877c30c8c9930a,"""Jewels Galaxy Luxuria Edition Silver-Toned & Blue Platinum-Plated Jewellery Set""",Accessories > Jewellery > Jewellery Set,Home > Fashion > Fashion Accessories > Jewellery > Jewellery Set,"[""http://www.myntra.com/jewellery-set/jewels-galaxy/jewels-galaxy-luxuria-edition-silver-toned--blue-platinum-plated-jewellery-set/2218654/buy"", ""http://developer.myntra.com/style/2218654""]",www.myntra.com,jewels galaxy,silver
5aff627de8e665785f431447,"""Puma Women Blue Solid T-shirt Dress""",Apparel > Dress > Dresses,Home > Fashion > Apparel > Dress > Dresses,"[""http://www.myntra.com/dresses/puma/puma-women-blue-solid-t-shirt-dress/2487080/buy"", ""http://developer.myntra.com/style/2487080""]",www.myntra.com,puma,blue
5a01d2de1c0e58a7e944f26f,"""Sweet Dreams Men Navy Solid V-Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/sweet-dreams/sweet-dreams-men-navy-solid-v-neck-t-shirt/2176978/buy"", ""http://developer.myntra.com/style/2176978""]",www.myntra.com,sweet dreams,blue
59f1b8117b8ea6d0c697b581,"""Oxolloxo Women White Printed Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/oxolloxo/oxolloxo-women-white-printed-top/2192210/buy"", ""http://developer.myntra.com/style/2192210""]",www.myntra.com,oxolloxo,white
5a41c007e0734abcd9fc6ec3,"""Varanga Women Off-White Printed Straight Kurta""",Apparel > Topwear > Kurtas,Home > Fashion > Apparel > Ethnic Wear > Kurtas and Kurtis,"[""http://www.myntra.com/kurtas/varanga/varanga-women-off-white-printed-straight-kurta/2311473/buy"", ""http://developer.myntra.com/style/2311473""]",www.myntra.com,varanga,white
5a6a1d0f8a36ddecdda8687f,"""Parx Men Pink Slim Fit Solid Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/parx/parx-men-pink-slim-fit-solid-casual-shirt/2399619/buy"", ""http://developer.myntra.com/style/2399619""]",www.myntra.com,parx,pink
5aa30ac9db39a9839e01d105,"""SOJANYA Men Cream-Coloured & Blue Solid Kurta with Pyjamas""",Apparel > Apparel Set > Kurta Sets,Home > Fashion > Apparel > Ethnic Wear > Kurtas and Kurtis,"[""http://www.myntra.com/kurta-sets/sojanya/sojanya-men-cream-coloured--blue-solid-kurta-with-pyjamas/2884516/buy"", ""http://developer.myntra.com/style/2884516""]",www.myntra.com,sojanya,yellow
5a86b7bf2391b6303fd97089,"""Rolling Nature Green Natural Golden Money Plant In Black Ceramic Pot For Good Luck""",Home > Home Decor > Natural Plants,Home > Home & Decor > Home Improvement > Gardening > Pots & Planters,"[""http://www.myntra.com/natural-plants/rolling-nature/rolling-nature-green-natural-golden-money-plant-in-black-ceramic-pot-for-good-luck/2482156/buy"", ""http://developer.myntra.com/style/2482156""]",www.myntra.com,rolling nature,black
5a1bd13150c7991d8e95cfb7,"""Roadster Men Navy Solid Henley T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/roadster/roadster-men-navy-solid-henley-t-shirt/2132795/buy"", ""http://developer.myntra.com/style/2132795""]",www.myntra.com,roadster,blue
572d6e80221ced062d50b7da,"""ANS Red Single Brocade 16'' x 16'' Square Cushion Cover""",Home > Home Furnishing > Cushion Covers,Home > Home & Decor > Decor > Cushions & Throws > Cushion Covers,"[""http://www.myntra.com/cushion-covers/ans/ans-red-single-brocade-16-x-16-square-cushion-cover/1290049/buy"", ""http://developer.myntra.com/style/1290049""]",www.myntra.com,ans,red
56163df7c757493f07acc1ef,"""United Colors of Benetton Multicoloured Striped Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/united-colors-of-benetton/united-colors-of-benetton-multicoloured-striped-casual-shirt/994358/buy"", ""http://developer.myntra.com/style/994358""]",www.myntra.com,united colors of benetton,multicolor
5a985d9d6c15b55cef938138,"""Kazo Gold-Toned Metal Chain""",Accessories > Jewellery > Necklace and Chains,Home > Fashion > Fashion Accessories > Jewellery > Necklace,"[""http://www.myntra.com/necklace-and-chains/kazo/kazo-gold-toned-metal-chain/2528283/buy"", ""http://developer.myntra.com/style/2528283""]",www.myntra.com,kazo,yellow
57bbe75e10caa99d2e912fef,"""naughty ninos Girls Blue Printed Denim Dungarees""",Apparel > Bottomwear > Dungarees,Home > Fashion > Apparel > Dress > Rompers & Jumpsuits,"[""http://www.myntra.com/dungarees/naughty-ninos/naughty-ninos-girls-blue-printed-denim-dungarees/1481311/buy"", ""http://developer.myntra.com/style/1481311""]",www.myntra.com,naughty ninos,blue
58a18a604e92fe6ba0874e78,"""KAMA AYURVEDA Unisex Rose & Jasmine Hair Cleanser 200 ml""",Personal Care > Hair > Shampoo and Conditioner,Home > Beauty & Care > Beauty > Hair Care > Conditioner,"[""http://www.myntra.com/shampoo-and-conditioner/kama-ayurveda/kama-ayurveda-unisex-rose--jasmine-hair-cleanser/1732623/buy"", ""http://developer.myntra.com/style/1732623"", ""http://www.myntra.com/shampoo-and-conditioner/kama-ayurveda/kama-ayurveda-unisex-rose--jasmine-hair-cleanser-200-ml/1732623/buy""]",www.myntra.com,kama ayurveda,
5a97d23d6c15b55cef9376c7,"""Amora Maroon Waistcoat""",Apparel > Topwear > Nehru Jackets,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"[""http://www.myntra.com/nehru-jackets/amora/amora-maroon-waistcoat/867797/buy"", ""http://developer.myntra.com/style/867797""]",www.myntra.com,amora,maroon
5af6c7d12e0b3766fdc5ecec,"""ONLY Women Black Solid Bardot Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/only/only-women-black-solid-bardot-top/4606945/buy"", ""http://developer.myntra.com/style/4606945""]",www.myntra.com,only,black
5aece158883b8bc0d4aaf4c6,"""Zink London Women Black Self Design Maxi Dress""",Apparel > Dress > Dresses,Home > Fashion > Apparel > Dress > Dresses,"[""http://www.myntra.com/dresses/zink-london/zink-london-women-black-self-design-maxi-dress/5125408/buy"", ""http://developer.myntra.com/style/5125408""]",www.myntra.com,zink,black
5a61e0e056a182bf2d851de7,"""DOROTHY PERKINS Women Black Printed Fit & Flare Dress""",Apparel > Dress > Dresses,Home > Fashion > Apparel > Dress > Dresses,"[""http://www.myntra.com/dresses/dorothy-perkins/dorothy-perkins-women-black-printed-fit--flare-dress/2386648/buy"", ""http://developer.myntra.com/style/2386648""]",www.myntra.com,dorothy perkins,black
55f14ca5713b9f6e47aebd8d,"""CoolThreads Red Stole""",Accessories > Stoles > Stoles,Home > Fashion > Fashion Accessories > Scarves & Stoles,"[""http://www.myntra.com/stoles/coolthreads/coolthreads-red-stole/974603/buy"", ""http://developer.myntra.com/style/974603""]",www.myntra.com,coolthreads,red
5a12c61061ddac2c4b2c9468,"""Chemistry Women Grey High-Low Sweatshirt""",Apparel > Topwear > Sweatshirts,Home > Fashion > Apparel > Topwear > Sweatshirts,"[""http://www.myntra.com/sweatshirts/chemistry/chemistry-women-grey-high-low-sweatshirt/2006080/buy"", ""http://developer.myntra.com/style/2006080""]",www.myntra.com,chemistry,grey
5a7cecca005cddc933e2502a,"""ONLY & SONS Men Navy Blue Printed Round Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/only--sons/only--sons-men-navy-blue-printed-round-neck-t-shirt/2379932/buy"", ""http://developer.myntra.com/style/2379932""]",www.myntra.com,only & sons,blue
55acb979e4d92bcf90efb50d,"""Puma Men Grey Rebound Lite DP Casual Shoes""",Footwear > Shoes > Casual Shoes,Home > Fashion > Footwear > Fashion Sneakers & Plimsolls,"[""http://www.myntra.com/casual-shoes/puma/puma-men-grey-rebound-mid-lite-dp-casual-shoes/868121/buy"", ""http://developer.myntra.com/style/868121"", ""http://www.myntra.com/casual-shoes/puma/puma-men-grey-rebound-lite-dp-casual-shoes/868121/buy""]",www.myntra.com,puma,grey
5b13d4bd4d8b26f41a8613f2,"""Zink London Women Blue Slim Fit Mid-Rise Clean Look Jeans""",Apparel > Bottomwear > Jeans,Home > Fashion > Apparel > Bottomwear > Jeans,"[""http://www.myntra.com/jeans/zink-london/zink-london-women-blue-slim-fit-mid-rise-clean-look-jeans/5125559/buy"", ""http://developer.myntra.com/style/5125559""]",www.myntra.com,zink,blue
5abe302cbb71702347fd7e87,"""Nauti Nati Boys Blue Printed Round Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/nauti-nati/nauti-nati-boys-blue-printed-round-neck-t-shirt/2386031/buy"", ""http://developer.myntra.com/style/2386031""]",www.myntra.com,nauti nati,blue
59c99ae9c1a30dd95769054a,"""Vero Moda Women Black & White Striped Bardot Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/vero-moda/vero-moda-women-black--white-striped-bardot-top/2096154/buy"", ""http://developer.myntra.com/style/2096154""]",www.myntra.com,vero moda,black
58bae627e94ee1e06e40535a,"""LS2 Men Blue & White Trooper Printed Full Face Helmet FF 352""",Accessories > Accessories > Helmets,Home > Home & Decor > Car & Bike > Helmets,"[""http://www.myntra.com/helmets/ls2/ls2-men-blue--white-trooper-printed-full-face-helmet-ff-352/1764711/buy"", ""http://developer.myntra.com/style/1764711""]",www.myntra.com,ls2,blue
5b1a8e8532ea1558cdde6f79,"""Alvaro Castagnino Men's Grey & Black Printed Pocket Square""",Accessories > Accessories > Pocket Squares,Home > Fashion > Fashion Accessories > Pocket Squares,"[""http://www.myntra.com/pocket-squares/alvaro-castagnino/alvaro-castagnino-mens-grey--black-printed-pocket-square/6608365/buy"", ""http://developer.myntra.com/style/6608365""]",www.myntra.com,alvaro,grey
5a27b9913e2911a20f911799,"""Louis Philippe Jeans Men Khaki Slim Fit Solid Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/louis-philippe-jeans/louis-philippe-jeans-men-khaki-slim-fit-solid-casual-shirt/2248023/buy"", ""http://developer.myntra.com/style/2248023""]",www.myntra.com,louis philippe,brown
598199e0d7d6f2f2d154a03e,"""IndusDiva Loomnic Women Maroon & Black Colourblocked Shirt Dress""",Apparel > Topwear > Dresses,Home > Fashion > Apparel > Dress > Dresses,"[""http://www.myntra.com/dresses/indusdiva-loomnic/indusdiva-loomnic-women-maroon--black-colourblocked-a-line-dress/1993183/buy"", ""http://developer.myntra.com/style/1993183"", ""http://www.myntra.com/dresses/indusdiva-loomnic/indusdiva-loomnic-women-maroon--black-colourblocked-mangalgiri-cotton-handloom-shirt-style-kurta/1993183/buy"", ""http://www.myntra.com/dresses/indusdiva-loomnic/indusdiva-loomnic-women-maroon--black-colourblocked-shirt-dress/1993183/buy""]",www.myntra.com,indusdiva,maroon
58d500d49cb15e887c409f21,"""Mast & Harbour Women Blue Skinny Fit Ombre Dyed Stretchable Jeans""",Apparel > Bottomwear > Jeans,Home > Fashion > Apparel > Bottomwear > Jeans,"[""http://www.myntra.com/jeans/mast--harbour/mast--harbour-women-blue-skinny-fit-mid-rise-ombre-dyed-jeans/1744928/buy"", ""http://developer.myntra.com/style/1744928"", ""http://www.myntra.com/jeans/mast--harbour/mast--harbour-women-blue-skinny-fit-ombre-dyed-stretchable-jeans/1744928/buy""]",www.myntra.com,mast & harbour,blue
57dbe2c3794bfa589698bb3b,"""Michael Kors Men Blue Chronograph Dial Watch MK8484I""",Accessories > Watches > Watches,Home > Fashion > Fashion Accessories > Watches,"[""http://www.myntra.com/watches/michael-kors/michael-kors-men-blue-chronograph-dial-watch-mk8484i/1448838/buy"", ""http://developer.myntra.com/style/1448838""]",www.myntra.com,michael kors,blue
5b1a9ae732ea1558cdde7227,"""Lakme 9 to 5 Naturale 04 Natural Almond Foundation Drops, 18 ml""",Personal Care > Makeup > Foundation and Primer,Home > Beauty & Care > Beauty > Make Up > Face > Foundation,"[""http://www.myntra.com/foundation-and-primer/lakme/lakme-9-to-5-naturale-04-natural-almond-foundation-drops-18-ml/5803202/buy"", ""http://developer.myntra.com/style/5803202""]",www.myntra.com,lakme,
58d92d563957b3ad1413a757,"""Allocate Men Blue Shorts""",Apparel > Bottomwear > Shorts,Home > Fashion > Apparel > Bottomwear > Shorts,"[""http://www.myntra.com/shorts/allocate/allocate-men-blue-shorts/1700650/buy"", ""http://developer.myntra.com/style/1700650""]",www.myntra.com,allocate,blue
592af05c91dea9bbc716e01c,"""Ecko Unltd Men Blue Slim Fit Solid Casual Shirt""",Apparel > Topwear > Shirts,Home > Fashion > Apparel > Topwear > Shirts,"[""http://www.myntra.com/shirts/ecko-unltd/ecko-unltd-men-blue-slim-fit-solid-casual-shirt/1906357/buy"", ""http://developer.myntra.com/style/1906357""]",www.myntra.com,ecko,blue
5aef1e43942a01ad619c7063,"""SASSAFRAS Pink Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/sassafras/sassafras-pink-top/1291118/buy"", ""http://developer.myntra.com/style/1291118""]",www.myntra.com,sassafras,pink
5a3ce864d9877c30c8c94431,"""Puma Men Burgundy Solid FIGC Italia Azzuri Round Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/puma/puma-men-burgundy-solid-figc-italia-azzuri-round-neck-t-shirt/2315389/buy"", ""http://developer.myntra.com/style/2315389""]",www.myntra.com,puma,red
5abbc3cf7cd799984f4e23d7,"""Juniors by Lifestyle Boys Green & Yellow Striped Henley Neck T-shirt""",Apparel > Topwear > Tshirts,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"[""http://www.myntra.com/tshirts/juniors-by-lifestyle/juniors-by-lifestyle-boys-green--yellow-striped-henley-neck-t-shirt/2458372/buy"", ""http://developer.myntra.com/style/2458372""]",www.myntra.com,juniors by lifestyle,green
5809cbf3be33d9c85880d296,"""Mast & Harbour Blue Shimmery Clutch""",Accessories > Bags > Clutches,Home > Fashion > Fashion Accessories > Bags > Clutches and Purses,"[""http://www.myntra.com/clutches/mast--harbour/mast--harbour-blue-shimmery-clutch/1479731/buy"", ""http://developer.myntra.com/style/1479731""]",www.myntra.com,mast & harbour,blue
5b18eeed32ea1558cdde6053,"""FOREVER 21 Women Peach-Coloured Solid Top""",Apparel > Topwear > Tops,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"[""http://www.myntra.com/tops/forever-21/forever-21-women-peach-coloured-solid-top/5927948/buy"", ""http://developer.myntra.com/style/5927948""]",www.myntra.com,forever21,pink
5a3e0b76d9877c30c8c9ab6e,"""Clarks Men Navy Leather Sandals""",Footwear > Sandal > Sandals,Home > Fashion > Footwear > Sandals,"[""http://www.myntra.com/sandals/clarks/clarks-men-navy-leather-sandals/2341024/buy"", ""http://developer.myntra.com/style/2341024""]",www.myntra.com,clarks,blue
